,pitch,instrument_family,instrument_source,NaiveFFT,ZeroX,PersistFFT1,PersistFFT2,PSHC,fft_mean,max_fft_amp,freq_at_max_fft_amp,peak_0_freq,peak_0_persistence,peak_1_freq,peak_1_persistence,peak_2_freq,peak_2_persistence,peak_3_freq,peak_3_persistence,peak_4_freq,peak_4_persistence,peak_5_freq,peak_5_persistence,peak_6_freq,peak_6_persistence,peak_7_freq,peak_7_persistence,peak_8_freq,peak_8_persistence,peak_9_freq,peak_9_persistence,peak_10_freq,peak_10_persistence,peak_11_freq,peak_11_persistence,peak_12_freq,peak_12_persistence,peak_13_freq,peak_13_persistence,peak_14_freq,peak_14_persistence,peak_15_freq,peak_15_persistence,peak_16_freq,peak_16_persistence,peak_17_freq,peak_17_persistence,peak_18_freq,peak_18_persistence,peak_19_freq,peak_19_persistence,peak_20_freq,peak_20_persistence,peak_21_freq,peak_21_persistence,peak_22_freq,peak_22_persistence,peak_23_freq,peak_23_persistence,peak_24_freq,peak_24_persistence,peak_25_freq,peak_25_persistence,peak_26_freq,peak_26_persistence,peak_27_freq,peak_27_persistence,peak_28_freq,peak_28_persistence,peak_29_freq,peak_29_persistence,peak_30_freq,peak_30_persistence,peak_31_freq,peak_31_persistence,peak_32_freq,peak_32_persistence,peak_33_freq,peak_33_persistence,peak_34_freq,peak_34_persistence,peak_35_freq,peak_35_persistence,peak_36_freq,peak_36_persistence,peak_37_freq,peak_37_persistence,peak_38_freq,peak_38_persistence,peak_39_freq,peak_39_persistence,peak_40_freq,peak_40_persistence,peak_41_freq,peak_41_persistence,peak_42_freq,peak_42_persistence,peak_43_freq,peak_43_persistence,peak_44_freq,peak_44_persistence,peak_45_freq,peak_45_persistence,peak_46_freq,peak_46_persistence,peak_47_freq,peak_47_persistence,peak_48_freq,peak_48_persistence,peak_49_freq,peak_49_persistence
bass_synthetic_009-090-075,90.0,0.0,2.0,102.0,97.0,89.0,90.0,90.0,604794.1875,201551488.0,2954.75,1429.25,15113829.12,1445.25,29884791.12,1461.25,59752137.12,1466.5,15127757.12,1472.0,47551685.12,1477.5,133074389.12,1482.75,30931581.12,1488.0,22550341.12,1493.5,89062549.12,1499.0,38423933.12,1504.25,15216163.12,1509.5,31057859.12,1515.0,12867945.12,2890.5,12843599.12,2922.75,23211601.12,2933.25,26257279.12,2938.75,76829373.12,2943.75,12782625.12,2944.25,13327142.12,2949.25,37378349.12,2954.75,199535973.12,2960.25,43288649.12,2970.75,113467621.12,2976.25,16526377.12,2987.0,38045725.12,3003.0,16828989.12,3019.0,15701177.12,3035.0,13629753.12,4416.0,25320529.12,4426.75,30251007.12,4432.25,73370845.12,4437.75,18317915.12,4442.75,30508855.12,4448.25,97703437.12,4453.75,36214681.12,4464.25,36132605.12,4480.25,15433699.12,5893.5,17805773.12,5904.0,41540589.12,5909.5,79021837.12,5915.0,33121245.12,5920.0,32576633.12,5925.5,79485093.12,5931.0,43756089.12,5936.5,13453761.12,5941.75,16313243.12,7370.75,15470553.12,7387.0,25397319.12,7403.0,23788357.12,7419.0,18245009.12
bass_synthetic_135-071-100,71.0,0.0,2.0,71.0,72.0,71.0,71.0,71.0,80771.109375,77137728.0,494.0,492.75,350810.72,494.0,76366350.72,495.0,401182.72,987.75,489904.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_acoustic_004-058-127,58.0,4.0,0.0,58.0,62.0,58.0,58.0,58.0,76731.5390625,95896296.0,232.75,45.0,534871.165,50.0,104899.54000000004,81.5,519876.29000000004,84.25,240690.91500000004,95.0,572721.665,103.5,311395.91500000004,190.5,160469.66500000004,198.25,536271.29,209.75,466407.41500000004,231.75,9759308.04,232.75,94937333.04,257.25,197393.04000000004,274.25,446047.16500000004,466.25,4815133.04,697.25,1202801.29,699.25,8361232.04,933.75,1048718.04,1170.5,671389.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_acoustic_015-090-075,90.0,3.0,0.0,90.0,71.0,67.0,90.0,90.0,114821.6015625,5117659.5,1495.25,142.75,210742.608125,268.25,235817.405,394.5,541150.53,511.75,400292.8425,587.25,140352.014375,711.75,204141.8425,778.0,394607.56125,1206.0,121522.405,1315.0,388376.4675,1346.5,148378.858125,1495.25,5066482.905,1528.0,378218.3425,1682.5,107496.2175,1723.75,148259.139375,2340.5,95265.733125,2468.75,103502.889375,2510.5,63376.1628125,2561.25,186053.81125,2616.75,83071.87375,2630.25,151541.99875,2701.75,398034.3425,2719.0,147511.5925,2807.0,152622.8425,2826.75,272461.905,2899.5,188341.0925,2962.25,1128633.28,3004.0,1760062.53,3036.5,717445.905,3217.5,161878.78,3378.75,118546.451875,3409.75,78379.170625,3440.5,206471.358125,4252.5,114693.514375,4280.75,98481.405,4520.0,358605.2175,4544.25,570046.5925,4615.75,132716.62375,4639.25,214290.24875,4659.5,147358.733125,4713.25,89545.5925,5062.5,112575.733125,5096.0,150712.670625,5547.75,74330.9753125,5642.75,69832.06125,5821.0,65218.6159375,5841.0,291332.43625,5913.75,330201.31125,6049.5,269246.9675,6171.75,68957.31125,6398.0,60731.62375
bass_synthetic_033-043-100,43.0,0.0,2.0,43.0,39.0,43.0,43.0,43.0,84934.0078125,90913224.0,98.0,92.5,670275.76,94.25,2551321.26,95.5,224625.76,98.0,90004091.76,102.0,4150133.76,192.0,8267629.76,196.0,37699715.76,199.25,2161877.76,200.25,2099897.51,290.0,6334982.76,294.0,28727917.76,297.25,616163.26,388.0,3133590.51,392.0,15133806.76,395.0,403680.76,399.75,667228.51,486.0,2014701.01,490.0,6816893.76,495.0,126994.19750000001,497.75,79089.44750000001,584.0,532375.885,588.0,2224995.76,591.0,243706.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard_electronic_069-052-127,52.0,4.0,1.0,52.0,48.0,52.0,52.0,52.0,93053.140625,66339192.0,164.5,140.75,4122.579999999958,141.5,23289.829999999958,164.5,65675800.08,165.0,703182.08,166.0,930214.58,167.0,72688.07999999996,306.25,250031.95499999996,328.75,17062334.08,330.25,828793.33,333.25,134864.76749999996,355.25,1929.892499999958,409.75,2118229.58,492.5,3024062.33,493.75,1187056.08,656.75,3717819.58,658.25,1532510.58,820.75,2095701.08,822.5,161455.32999999996,823.25,889118.955,984.75,226744.95499999996,987.75,1027624.08,1148.75,403379.95499999996,1151.0,130548.76749999996,1152.0,283272.89249999996,1152.5,291892.07999999996,1312.75,2301042.33,1315.25,169144.45499999996,1316.25,449282.07999999996,1476.75,1490513.08,1479.25,3908.204999999958,1482.0,759064.58,1804.75,455189.45499999996,1810.0,1773.079999999958,1968.75,852746.955,1971.75,293092.76749999996,1975.25,409582.20499999996,2132.75,130486.07999999996,2296.75,56953.57999999996,2460.75,137911.64249999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_acoustic_015-038-075,38.0,3.0,0.0,66.0,73.0,38.0,38.0,38.0,199220.828125,41830424.0,366.0,72.25,6834988.26,145.0,11587353.76,218.25,10271715.76,291.75,16708173.76,366.0,41412119.76,440.75,18004069.76,516.0,27738465.76,591.25,21211441.76,667.0,12641685.76,742.75,26319115.76,819.0,13810189.76,895.0,18199823.76,971.25,1918890.26,1047.75,14763629.76,1124.25,4084506.76,1200.75,12190537.76,1277.25,555904.885,1353.75,9510628.76,1430.5,1033419.635,1507.0,15283079.76,1583.75,876408.51,1660.5,7816784.26,1737.25,6750957.26,1814.0,4684611.26,1890.75,1462393.76,1967.5,10411213.76,2044.5,1892131.76,2121.0,341937.5725,2198.0,507405.885,2275.0,1070713.51,2351.75,1868587.26,2428.75,244201.26,2505.75,1469670.385,2582.5,1127378.385,2736.25,2118364.51,2890.0,1146785.26,2966.75,1535127.51,3043.5,1352200.385,3428.75,615843.135,3505.25,955060.76,3582.25,939762.76,3659.25,341966.51,3790.75,220486.885,3816.25,212878.135,3890.25,349229.6975,3966.5,872659.885,4198.5,314324.1975,4276.25,456897.635,4659.75,929032.01,6584.25,205289.385
bass_synthetic_033-085-050,85.0,0.0,2.0,85.0,33.0,21.0,85.0,85.0,16754.46484375,12340681.0,1104.5,28.0,816135.69,33.0,196341.2525,39.0,123835.0025,44.0,75341.736875,49.0,35495.393125,54.0,21178.783750000002,59.75,339.8618750000023,138.5,31170.908750000002,1088.5,80443.59625,1092.5,411983.065,1096.5,2073288.69,1100.5,5895526.69,1104.5,12217274.19,1108.25,5421172.19,1112.25,10103685.19,1116.25,5482919.19,1120.25,1490944.69,1124.0,354113.90875,2197.0,67239.174375,2201.0,275606.8775,2205.0,461313.69,2208.75,367682.15875,2215.75,9337.424375000002,2216.75,388181.69,2220.75,42907.955625,2224.5,318925.65875,2228.5,402741.315,2232.5,204127.47125,2236.25,17327.486875000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_electronic_028-023-075,23.0,3.0,1.0,35.0,40.0,23.0,23.0,23.0,63268.1171875,27358066.0,61.75,27.0,283110.46499999997,28.0,392839.02749999997,29.0,591460.465,30.75,13003812.34,51.75,250518.52749999997,52.75,314104.71499999997,53.75,378035.58999999997,54.75,462986.21499999997,55.75,572775.2775,56.75,412334.96499999997,57.75,404660.71499999997,58.75,297949.08999999997,61.75,27084485.34,64.25,453704.96499999997,65.25,270951.71499999997,83.75,261864.21499999997,84.75,289052.58999999997,85.75,308762.08999999997,86.75,330977.71499999997,87.75,331345.08999999997,88.75,314074.77749999997,89.75,247570.02749999997,92.75,14187181.34,123.5,25892371.34,128.0,262170.52749999997,130.0,258880.96499999997,131.0,496716.15249999997,132.0,388514.58999999997,133.0,302876.83999999997,154.5,22239849.34,185.25,10218477.34,194.25,288693.90249999997,195.25,272868.15249999997,196.25,254075.96499999997,216.25,6987091.84,247.25,1282900.0899999999,278.25,2185121.84,309.25,4132260.84,340.25,6308554.34,371.25,5806639.34,402.25,3458377.34,433.25,2888270.09,464.25,1897144.3399999999,495.25,324145.46499999997,557.5,981205.09,588.75,1184232.7149999999,620.0,1076084.7149999999,651.0,1185803.9649999999,682.5,857830.09,713.5,316707.83999999997
mallet_acoustic_062-083-050,83.0,5.0,0.0,83.0,72.0,23.0,23.0,83.0,57417.07421875,10360002.0,988.25,31.0,596186.23,988.25,10256401.98,1048.75,7586904.98,1300.5,3013589.23,1498.5,1162239.355,1930.5,796.7456249999959,1976.25,9720975.98,2021.5,3225.425312499996,2022.25,980.5815624999959,2062.0,155332.58937499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bass_synthetic_098-055-127,55.0,0.0,2.0,55.0,21.0,54.0,55.0,55.0,180412.609375,38621460.0,194.5,27.5,796328.7749999999,29.75,717704.3999999999,30.5,707834.3999999999,31.5,1395467.025,33.5,713098.1499999999,35.0,1106792.9,38.5,927649.5249999999,40.5,619178.4624999999,42.5,235015.71249999997,43.75,352954.83749999997,44.25,295419.08749999997,46.5,478426.21249999997,50.25,289451.52499999997,53.25,344145.33749999997,55.5,247982.33749999997,57.5,221564.39999999997,74.0,268124.08749999997,83.75,259621.08749999997,111.5,238813.46249999997,115.0,324028.77499999997,126.5,354297.39999999997,137.0,284177.83749999997,181.25,1444246.025,184.25,1812037.4,187.5,2425281.9,190.75,2449140.4,194.5,38235245.4,199.75,1914195.9,249.5,297359.71249999997,253.5,299191.33749999997,257.75,319827.21249999997,262.25,279211.77499999997,266.25,359001.39999999997,281.5,332111.14999999997,291.25,237784.27499999997,374.75,393714.14999999997,379.5,412195.64999999997,390.25,6571519.4,400.75,226767.83749999997,574.0,316509.96249999997,585.75,5688010.4,781.5,4472319.4,977.75,651478.5874999999,1172.75,2656946.65,1564.5,1470090.025,1759.75,828676.2749999999,1956.25,733557.2749999999,2152.0,699067.8999999999,2544.0,681073.6499999999,2936.75,454995.27499999997
bass_electronic_027-025-025,25.0,0.0,1.0,37.0,63.0,37.0,37.0,37.0,70523.6484375,228987328.0,69.25,34.75,6046143.72,59.75,124422.96999999974,60.75,516323.96999999974,61.75,962216.4699999997,62.75,1507343.4699999997,64.75,66100.46999999974,65.75,685866.2199999997,66.75,1451902.7199999997,67.75,1372054.7199999997,69.25,226697454.72,70.5,2122257.7199999997,71.5,1533058.2199999997,72.5,1219456.7199999997,73.5,532845.9699999997,76.5,1310170.2199999997,77.5,774843.7199999997,78.5,317340.71999999974,93.25,61758.71999999974,104.0,125892926.72,111.5,203290.96999999974,112.5,23109.71999999974,138.5,17987870.72,242.5,384888.71999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flute_acoustic_002-105-100,105.0,2.0,0.0,105.0,104.0,105.0,105.0,105.0,171709.78125,209471488.0,3521.0,3509.0,123892.36999999988,3510.5,1619311.1199999999,3512.5,2374870.62,3513.75,219400.86999999988,3514.75,1114024.6199999999,3515.5,491730.1199999999,3517.5,384405.1199999999,3519.0,20229181.12,3520.25,20101021.12,3521.0,207376773.12,3522.0,8190485.12,3522.5,143920629.12,3523.5,66445365.12,3524.75,359285.1199999999,3525.5,3816429.12,3526.0,16996785.12,3526.5,3333301.12,3527.25,11878201.12,3528.0,7106527.12,3528.5,3076321.12,3529.25,2808167.12,3529.75,6585862.12,3530.5,2734037.12,3531.25,5087193.12,3532.75,1987584.1199999999,3533.75,861681.1199999999,3536.75,1874022.1199999999,3537.75,2529185.12,3538.5,4429154.12,3539.5,641394.1199999999,3540.25,1133240.1199999999,3544.25,899206.1199999999,3551.5,4376079.12,7042.0,198139.11999999988,7046.0,905817.3699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reed_acoustic_037-068-050,68.0,7.0,0.0,68.0,77.0,68.0,68.0,68.0,96351.2578125,151319360.0,415.5,407.0,2141602.4,410.0,3938957.9,411.0,3863924.4,412.0,4006353.4,413.0,10496177.4,414.0,15515454.4,414.75,7611282.4,415.5,149806166.4,416.25,14854214.4,417.25,24027000.4,418.0,2023037.9,419.25,5153560.9,420.0,1322928.9,421.0,1069365.9,424.0,1257813.65,820.25,2269812.9,822.5,2759652.4,823.25,5780557.9,824.0,3330702.4,825.0,7695968.4,825.5,1248182.9,826.0,2308652.65,827.0,903116.3999999999,827.5,1633836.4,828.0,10488611.4,828.75,16234360.4,829.25,22305466.4,829.75,4082814.4,830.25,42181990.4,831.0,141219094.4,831.75,23734814.4,833.0,10699664.4,833.5,27288030.4,834.25,11884444.4,836.25,1251727.15,836.75,1000835.1499999999,839.0,1460014.4,1244.25,1323957.65,1245.75,1882057.15,1246.5,5007483.9,1247.25,4973198.4,1248.5,8415513.4,1249.75,912619.8999999999,1251.5,8329905.4,1661.25,1516231.4,1662.0,1266722.65,1662.75,1840141.65,2081.25,1623810.15,2082.5,1334741.15,2083.25,1122250.65
organ_electronic_113-064-025,64.0,6.0,1.0,64.0,70.0,64.0,64.0,64.0,127701.3046875,139608928.0,336.25,302.75,2051422.72,316.25,3404568.2199999997,317.75,3403773.7199999997,318.75,3996759.2199999997,319.75,3536804.7199999997,321.0,4363488.72,322.0,8158801.72,322.75,113117558.72,323.75,14649150.72,324.75,3754555.7199999997,325.75,2243634.9699999997,326.75,3106242.2199999997,327.75,6917141.22,328.75,15184323.72,329.5,132044334.72,330.75,7205878.72,335.75,6274536.72,336.25,138212838.72,337.75,7172820.72,338.75,4466883.72,339.75,3838536.7199999997,340.75,2854808.7199999997,341.75,2813558.7199999997,342.75,2932435.2199999997,349.75,3957291.2199999997,634.75,2330425.9699999997,639.0,12625653.72,640.75,14752951.72,651.25,4439807.22,652.5,24676342.72,653.0,39309614.72,654.25,5930915.22,655.25,2513617.7199999997,657.0,3585544.7199999997,658.25,6802651.72,659.25,84385862.72,660.0,6316109.22,661.0,2240071.9699999997,665.25,67976406.72,665.75,27996576.72,671.5,3111954.2199999997,672.5,4093056.2199999997,677.5,16136356.72,679.25,11443411.72,683.5,2022885.72,1623.5,3029092.2199999997,1629.5,3289620.2199999997,1648.0,6733039.22,1666.25,3668969.2199999997,1672.25,3564671.2199999997
organ_electronic_113-084-050,84.0,6.0,1.0,96.0,95.0,84.0,84.0,84.0,136349.53125,134298880.0,2117.25,1021.75,19058217.2,1027.75,6129276.7,1040.0,16337277.2,1046.25,39558687.2,1052.25,18998145.2,1064.5,7350174.2,1070.5,19100993.2,2038.0,4742243.2,2044.0,19177489.2,2050.25,19787065.2,2056.25,7280893.2,2058.75,7721525.2,2062.25,44970599.2,2064.75,13425603.2,2066.0,6900648.2,2067.0,7652669.2,2068.5,126072619.2,2069.0,10206019.2,2070.0,4931166.2,2071.0,6274063.7,2072.25,9560467.2,2074.5,62466823.2,2075.75,5607166.2,2078.25,8017603.2,2083.0,7751307.2,2086.75,81124531.2,2088.0,4938829.2,2089.25,9052742.2,2090.5,9742569.2,2092.75,44668867.2,2095.25,8267950.2,2096.5,9182129.2,2097.5,4713255.7,2099.0,85530091.2,2102.5,7288917.2,2107.5,9409835.2,2111.25,69248243.2,2111.75,13815920.2,2113.5,14360483.2,2114.75,6560858.2,2115.75,4811137.7,2117.25,132955891.2,2118.5,8853743.2,2119.75,7530750.2,2121.0,11761847.2,2123.25,37183095.2,2127.0,6062513.2,2135.5,21832931.2,2141.75,20253833.2,2147.75,4944747.2
bass_synthetic_135-027-075,27.0,0.0,2.0,27.0,25.0,27.0,27.0,27.0,71567.171875,109659432.0,39.0,37.75,1871277.68,39.0,108562837.68,40.0,3725959.6799999997,77.75,91340.30499999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reed_acoustic_037-032-127,32.0,7.0,0.0,72.0,73.0,32.0,32.0,32.0,147658.515625,65019500.0,519.75,51.75,11296558.0,103.75,42309013.0,156.0,11255049.0,206.75,5162132.0,207.25,46421877.0,208.0,8041337.0,259.25,10843469.0,260.0,36346409.0,311.0,7925395.0,311.75,25792993.0,362.25,4733783.0,362.75,37542773.0,363.75,18941547.0,413.75,5461170.0,414.75,62863269.0,415.75,49867737.0,416.75,3883327.0,466.5,9372941.0,467.75,39943373.0,518.5,22462667.0,519.75,64369305.0,570.25,32075005.0,571.75,23452795.0,622.0,3644530.5,623.75,17758241.0,673.75,3423831.5,725.75,12867106.0,777.75,5120282.5,779.75,10882248.0,829.5,8835002.0,880.75,5742404.0,883.5,20386103.0,933.0,8482081.0,935.5,4606920.5,985.0,10827590.0,987.5,20632431.0,1036.75,16328439.0,1038.75,3145433.0,1039.5,25168241.0,1088.5,5042380.5,1091.5,10204625.0,1140.5,5475936.0,1143.5,3052989.5,1195.5,6723530.0,1247.5,4990826.0,1347.75,5645124.5,1351.5,5791230.5,1403.25,3203628.75,1455.25,3151785.25,1507.25,3476207.0
guitar_acoustic_030-102-127,102.0,3.0,0.0,102.0,82.0,102.0,102.0,102.0,107630.796875,10388364.0,2961.0,26.75,256581.64125,2961.0,10284480.36,5918.0,1566131.36,8000.0,28032.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar_acoustic_021-045-025,45.0,3.0,0.0,45.0,45.0,45.0,45.0,45.0,111254.328125,149730672.0,109.0,41.75,1751445.53,78.0,129420.40500000003,79.0,123092.40500000003,80.0,119769.90500000003,81.0,120215.90500000003,82.0,124718.78000000003,83.0,133820.28000000003,84.0,148257.78000000003,85.0,168451.65500000003,109.0,148233365.28,119.25,268653.28,120.25,50443.78000000003,211.75,132524.03000000003,218.25,57182645.28,324.5,15803.280000000028,327.25,25198831.28,436.5,20339509.28,545.75,14661164.28,654.75,10954554.28,764.0,525590.53,873.25,3389884.7800000003,982.75,3864670.2800000003,1092.0,1162586.28,1310.75,5502955.78,1420.25,560183.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organ_electronic_001-081-075,81.0,6.0,1.0,69.0,82.0,69.0,69.0,69.0,122237.40625,96321944.0,439.25,435.75,1696429.06,436.75,2936737.06,437.5,1745500.56,438.0,4194020.06,438.75,6113965.56,439.25,95358724.56,440.75,55587592.56,441.5,13989809.56,442.75,7278917.56,443.5,2851928.06,444.75,2557176.06,445.5,1892932.31,876.25,4218232.06,877.0,11855475.56,877.75,10508618.56,880.25,65840276.56,881.0,16257178.56,882.5,12208329.56,883.25,8635479.56,1312.0,3027394.06,1312.75,3523216.56,1314.0,4128836.56,1315.25,34021468.56,1316.0,77442100.56,1317.0,4098506.56,1317.5,49508672.56,1318.25,6661314.56,1319.25,50390256.56,1320.0,11104193.56,1320.75,65860660.56,1321.5,40542712.56,1323.25,2384092.81,1752.25,2713278.81,1754.0,4354841.56,1754.75,14242991.56,1756.5,12772125.56,1757.25,29920888.56,1758.0,14528935.56,1758.5,2726727.56,1759.0,7791916.56,1759.75,6911149.06,1760.5,37070600.56,1761.0,25673484.56,1762.0,1695229.56,1762.75,6481998.56,1763.5,21855084.56,1765.5,3679678.06,1766.0,11173493.56,1768.5,7101048.56,1771.0,2823597.56
bass_synthetic_134-102-100,102.0,0.0,2.0,45.0,43.0,21.0,26.0,21.0,61798.796875,5103901.0,108.25,27.0,3711787.99,28.0,2610936.49,29.0,2607733.49,30.0,2602196.74,31.0,2596508.74,32.0,2589143.49,33.0,2577152.74,34.0,2558910.24,35.0,2534275.99,36.0,2504482.99,37.0,2470518.99,38.0,2430933.49,39.0,2383007.24,40.0,2324312.99,41.0,2254987.99,42.0,2136090.24,43.0,2045162.865,44.0,1953574.49,45.0,1862136.24,46.0,1772553.99,47.0,1686581.115,48.25,1677503.49,49.25,1733315.865,50.25,1776470.115,51.25,1806669.115,52.25,1822803.865,53.25,2200799.24,54.25,1812916.74,55.25,1751079.74,56.25,1639905.115,57.25,1463321.49,71.25,1439869.115,72.25,1549952.74,73.25,1632300.49,74.25,2733655.49,75.25,1459861.865,86.25,1428333.615,87.25,2614034.99,104.25,1631124.115,105.25,1905012.49,106.25,2174888.24,107.25,2376173.24,108.25,5052861.99,109.25,2281584.74,110.25,2132575.49,111.25,1995966.74,112.25,1855896.49,113.25,1708719.74,114.25,1563345.74,200.25,3083370.74
bass_electronic_025-048-075,48.0,0.0,1.0,48.0,69.0,48.0,48.0,48.0,59160.15234375,28563608.0,131.0,131.0,28277971.92,261.75,28203261.92,392.75,356406.045,523.5,2204798.17,654.25,579651.5449999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
